Crime Type,Victim Count,State/Territory,Year
BEC/EAC,151,Louisiana,2017
Charity,6,Louisiana,2017
Civil Matter,24,Louisiana,2017
Confidence Fraud/Romance,161,Louisiana,2017
Corporate Data Breach,42,Louisiana,2017
Credit Card Fraud,117,Louisiana,2017
Crimes Against Children,9,Louisiana,2017
Criminal Forums,0,Louisiana,2017
Denial of Service/TDos,6,Louisiana,2017
Employment,159,Louisiana,2017
Extortion,171,Louisiana,2017
Gambling,2,Louisiana,2017
Government Impersonation,105,Louisiana,2017
Hacktivist,2,Louisiana,2017
Harassment/Threats of Violence,159,Louisiana,2017
Health Care Related,15,Louisiana,2017
IPR/Copyright and Counterfeit,13,Louisiana,2017
Identity Theft,150,Louisiana,2017
Investment,22,Louisiana,2017
Lottery/Sweepstakes/Inheritance,51,Louisiana,2017
Malware/Scareware/Virus,25,Louisiana,2017
Misrepresentation,43,Louisiana,2017
No Lead Value,384,Louisiana,2017
Non-payment/Non-Delivery,944,Louisiana,2017
Other,212,Louisiana,2017
Overpayment,198,Louisiana,2017
Personal Data Breach,327,Louisiana,2017
Phishing/Vishing/Smishing/Pharming,212,Louisiana,2017
Ransomware,26,Louisiana,2017
Re-shipping,16,Louisiana,2017
Real Estate/Rental,77,Louisiana,2017
Spoofing,0,Louisiana,2017
Tech Support,111,Louisiana,2017
Terrorism,0,Louisiana,2017
Social Media,232,Louisiana,2017
Virtual Currency,27,Louisiana,2017
Advanced Fee,37,Maine,2017
BEC/EAC,30,Maine,2017
Charity,2,Maine,2017
Civil Matter,7,Maine,2017
Confidence Fraud/Romance,44,Maine,2017
Corporate Data Breach,11,Maine,2017
Credit Card Fraud,32,Maine,2017
Crimes Against Children,1,Maine,2017
Criminal Forums,0,Maine,2017
Denial of Service/TDos,8,Maine,2017
Employment,26,Maine,2017
Extortion,42,Maine,2017
Gambling,1,Maine,2017
Government Impersonation,44,Maine,2017
Hacktivist,0,Maine,2017
Harassment/Threats of Violence,43,Maine,2017
Health Care Related,0,Maine,2017
IPR/Copyright and Counterfeit,7,Maine,2017
Identity Theft,41,Maine,2017
Investment,2,Maine,2017
Lottery/Sweepstakes/Inheritance,5,Maine,2017
Malware/Scareware/Virus,8,Maine,2017
Misrepresentation,14,Maine,2017
No Lead Value,16,Maine,2017
Non-payment/Non-Delivery,217,Maine,2017
Other,39,Maine,2017
Overpayment,73,Maine,2017
Personal Data Breach,84,Maine,2017
Phishing/Vishing/Smishing/Pharming,57,Maine,2017
Ransomware,4,Maine,2017
Re-shipping,0,Maine,2017
Real Estate/Rental,32,Maine,2017
Spoofing,0,Maine,2017
Tech Support,34,Maine,2017
Terrorism,1,Maine,2017
Social Media,52,Maine,2017
Virtual Currency,6,Maine,2017
Advanced Fee,271,Maryland,2017
BEC/EAC,325,Maryland,2017
Charity,14,Maryland,2017
Civil Matter,16,Maryland,2017
Confidence Fraud/Romance,261,Maryland,2017
Corporate Data Breach,60,Maryland,2017
Credit Card Fraud,381,Maryland,2017
Crimes Against Children,19,Maryland,2017
Criminal Forums,0,Maryland,2017
Denial of Service/TDos,24,Maryland,2017
Employment,357,Maryland,2017
Extortion,293,Maryland,2017
Gambling,5,Maryland,2017
Government Impersonation,187,Maryland,2017
Hacktivist,2,Maryland,2017
Harassment/Threats of Violence,303,Maryland,2017
Health Care Related,1,Maryland,2017
IPR/Copyright and Counterfeit,45,Maryland,2017
Identity Theft,371,Maryland,2017
Investment,42,Maryland,2017
Lottery/Sweepstakes/Inheritance,42,Maryland,2017
Malware/Scareware/Virus,56,Maryland,2017
Misrepresentation,99,Maryland,2017
No Lead Value,"1,292",Maryland,2017
Non-payment/Non-Delivery,"1,762",Maryland,2017
Other,157,Maryland,2017
Overpayment,491,Maryland,2017
Personal Data Breach,608,Maryland,2017
Phishing/Vishing/Smishing/Pharming,434,Maryland,2017
Ransomware,46,Maryland,2017
Re-shipping,21,Maryland,2017
Real Estate/Rental,175,Maryland,2017
Spoofing,0,Maryland,2017
Tech Support,256,Maryland,2017
Terrorism,3,Maryland,2017
Social Media,305,Maryland,2017
Virtual Currency,53,Maryland,2017
Advanced Fee,290,Massachusetts,2017
BEC/EAC,413,Massachusetts,2017
Charity,15,Massachusetts,2017
Civil Matter,20,Massachusetts,2017
Confidence Fraud/Romance,263,Massachusetts,2017
Corporate Data Breach,86,Massachusetts,2017
Credit Card Fraud,216,Massachusetts,2017
Crimes Against Children,12,Massachusetts,2017
Criminal Forums,0,Massachusetts,2017
Denial of Service/TDos,21,Massachusetts,2017
Employment,210,Massachusetts,2017
Extortion,245,Massachusetts,2017
Gambling,3,Massachusetts,2017
Government Impersonation,171,Massachusetts,2017
Hacktivist,2,Massachusetts,2017
Harassment/Threats of Violence,276,Massachusetts,2017
Health Care Related,3,Massachusetts,2017
IPR/Copyright and Counterfeit,63,Massachusetts,2017
Identity Theft,277,Massachusetts,2017
Investment,26,Massachusetts,2017
Lottery/Sweepstakes/Inheritance,45,Massachusetts,2017
Malware/Scareware/Virus,76,Massachusetts,2017
Misrepresentation,109,Massachusetts,2017
No Lead Value,168,Massachusetts,2017
Non-payment/Non-Delivery,"1,516",Massachusetts,2017
Other,187,Massachusetts,2017
Overpayment,472,Massachusetts,2017
Personal Data Breach,564,Massachusetts,2017
Phishing/Vishing/Smishing/Pharming,428,Massachusetts,2017
Ransomware,35,Massachusetts,2017
Re-shipping,19,Massachusetts,2017
Real Estate/Rental,245,Massachusetts,2017
Spoofing,0,Massachusetts,2017
Tech Support,261,Massachusetts,2017
Terrorism,1,Massachusetts,2017
Social Media,318,Massachusetts,2017
Virtual Currency,81,Massachusetts,2017
Advanced Fee,328,Michigan,2017
BEC/EAC,393,Michigan,2017
Charity,8,Michigan,2017
Civil Matter,21,Michigan,2017
Confidence Fraud/Romance,355,Michigan,2017
Corporate Data Breach,83,Michigan,2017
Credit Card Fraud,316,Michigan,2017
Crimes Against Children,28,Michigan,2017
Criminal Forums,0,Michigan,2017
Denial of Service/TDos,24,Michigan,2017
Employment,337,Michigan,2017
Extortion,385,Michigan,2017
Gambling,4,Michigan,2017
Government Impersonation,212,Michigan,2017
Hacktivist,2,Michigan,2017
Harassment/Threats of Violence,301,Michigan,2017
Health Care Related,5,Michigan,2017
IPR/Copyright and Counterfeit,42,Michigan,2017
Identity Theft,511,Michigan,2017
Investment,37,Michigan,2017
Lottery/Sweepstakes/Inheritance,68,Michigan,2017
Malware/Scareware/Virus,73,Michigan,2017
Misrepresentation,116,Michigan,2017
No Lead Value,128,Michigan,2017
Non-payment/Non-Delivery,"1,834",Michigan,2017
Other,233,Michigan,2017
Overpayment,506,Michigan,2017
Personal Data Breach,689,Michigan,2017
Phishing/Vishing/Smishing/Pharming,544,Michigan,2017
Ransomware,60,Michigan,2017
Re-shipping,26,Michigan,2017
Real Estate/Rental,185,Michigan,2017
Spoofing,0,Michigan,2017
Tech Support,275,Michigan,2017
Terrorism,1,Michigan,2017
Social Media,474,Michigan,2017
Virtual Currency,78,Michigan,2017
Advanced Fee,198,Minnesota,2017
BEC/EAC,214,Minnesota,2017
Charity,4,Minnesota,2017
Civil Matter,10,Minnesota,2017
Confidence Fraud/Romance,243,Minnesota,2017
Corporate Data Breach,41,Minnesota,2017
Credit Card Fraud,160,Minnesota,2017
Crimes Against Children,13,Minnesota,2017
Criminal Forums,0,Minnesota,2017
Denial of Service/TDos,16,Minnesota,2017
Employment,162,Minnesota,2017
Extortion,270,Minnesota,2017
Gambling,1,Minnesota,2017
Government Impersonation,129,Minnesota,2017
Hacktivist,2,Minnesota,2017
Harassment/Threats of Violence,187,Minnesota,2017
Health Care Related,4,Minnesota,2017
IPR/Copyright and Counterfeit,29,Minnesota,2017
Identity Theft,182,Minnesota,2017
Investment,20,Minnesota,2017
Lottery/Sweepstakes/Inheritance,37,Minnesota,2017
Malware/Scareware/Virus,60,Minnesota,2017
Misrepresentation,45,Minnesota,2017
No Lead Value,192,Minnesota,2017
Non-payment/Non-Delivery,938,Minnesota,2017
Other,145,Minnesota,2017
Overpayment,287,Minnesota,2017
Personal Data Breach,367,Minnesota,2017
Phishing/Vishing/Smishing/Pharming,289,Minnesota,2017
Ransomware,34,Minnesota,2017
Re-shipping,6,Minnesota,2017
Real Estate/Rental,158,Minnesota,2017
Spoofing,0,Minnesota,2017
Tech Support,194,Minnesota,2017
Terrorism,4,Minnesota,2017
Social Media,231,Minnesota,2017
Virtual Currency,37,Minnesota,2017
Advanced Fee,105,Mississippi,2017
BEC/EAC,58,Mississippi,2017
Charity,3,Mississippi,2017
Civil Matter,6,Mississippi,2017
Confidence Fraud/Romance,77,Mississippi,2017
Corporate Data Breach,11,Mississippi,2017
Credit Card Fraud,54,Mississippi,2017
Crimes Against Children,10,Mississippi,2017
Criminal Forums,0,Mississippi,2017
Denial of Service/TDos,5,Mississippi,2017
Employment,84,Mississippi,2017
Extortion,76,Mississippi,2017
Gambling,0,Mississippi,2017
Government Impersonation,37,Mississippi,2017
Hacktivist,0,Mississippi,2017
Harassment/Threats of Violence,88,Mississippi,2017
Health Care Related,1,Mississippi,2017
IPR/Copyright and Counterfeit,9,Mississippi,2017
Identity Theft,65,Mississippi,2017
Investment,8,Mississippi,2017
Lottery/Sweepstakes/Inheritance,20,Mississippi,2017
Malware/Scareware/Virus,13,Mississippi,2017
Misrepresentation,22,Mississippi,2017
No Lead Value,368,Mississippi,2017
Non-payment/Non-Delivery,535,Mississippi,2017
Other,61,Mississippi,2017
Overpayment,118,Mississippi,2017
Personal Data Breach,173,Mississippi,2017
Phishing/Vishing/Smishing/Pharming,79,Mississippi,2017
Ransomware,9,Mississippi,2017
Re-shipping,14,Mississippi,2017
Real Estate/Rental,28,Mississippi,2017
Spoofing,0,Mississippi,2017
Tech Support,38,Mississippi,2017
Terrorism,0,Mississippi,2017
Social Media,135,Mississippi,2017
Virtual Currency,12,Mississippi,2017
Advanced Fee,253,Missouri,2017
BEC/EAC,212,Missouri,2017
Charity,5,Missouri,2017
Civil Matter,16,Missouri,2017
Confidence Fraud/Romance,281,Missouri,2017
Corporate Data Breach,42,Missouri,2017
Credit Card Fraud,213,Missouri,2017
Crimes Against Children,17,Missouri,2017
Criminal Forums,0,Missouri,2017
Denial of Service/TDos,17,Missouri,2017
Employment,234,Missouri,2017
Extortion,263,Missouri,2017
Gambling,4,Missouri,2017
Government Impersonation,139,Missouri,2017
Hacktivist,4,Missouri,2017
Harassment/Threats of Violence,281,Missouri,2017
Health Care Related,4,Missouri,2017
IPR/Copyright and Counterfeit,33,Missouri,2017
Identity Theft,248,Missouri,2017
Investment,18,Missouri,2017
Lottery/Sweepstakes/Inheritance,74,Missouri,2017
Malware/Scareware/Virus,54,Missouri,2017
Misrepresentation,59,Missouri,2017
No Lead Value,164,Missouri,2017
Non-payment/Non-Delivery,"1,037",Missouri,2017
Other,177,Missouri,2017
Overpayment,357,Missouri,2017
Personal Data Breach,505,Missouri,2017
Phishing/Vishing/Smishing/Pharming,392,Missouri,2017
Ransomware,19,Missouri,2017
Re-shipping,13,Missouri,2017
Real Estate/Rental,107,Missouri,2017
Spoofing,0,Missouri,2017
Tech Support,172,Missouri,2017
Terrorism,6,Missouri,2017
Social Media,365,Missouri,2017
Virtual Currency,37,Missouri,2017
Advanced Fee,59,Montana,2017
BEC/EAC,37,Montana,2017
Charity,1,Montana,2017
Civil Matter,2,Montana,2017
Confidence Fraud/Romance,52,Montana,2017
Corporate Data Breach,6,Montana,2017
Credit Card Fraud,26,Montana,2017
Crimes Against Children,0,Montana,2017
Criminal Forums,0,Montana,2017
Denial of Service/TDos,4,Montana,2017
Employment,32,Montana,2017
Extortion,48,Montana,2017
Gambling,0,Montana,2017
Government Impersonation,36,Montana,2017
Hacktivist,0,Montana,2017
Harassment/Threats of Violence,42,Montana,2017
Health Care Related,0,Montana,2017
IPR/Copyright and Counterfeit,6,Montana,2017
Identity Theft,37,Montana,2017
Investment,4,Montana,2017
Lottery/Sweepstakes/Inheritance,16,Montana,2017
Malware/Scareware/Virus,11,Montana,2017
Misrepresentation,10,Montana,2017
No Lead Value,9,Montana,2017
Non-payment/Non-Delivery,200,Montana,2017
Other,24,Montana,2017
Overpayment,66,Montana,2017
Personal Data Breach,69,Montana,2017
Phishing/Vishing/Smishing/Pharming,69,Montana,2017
Ransomware,4,Montana,2017
Re-shipping,3,Montana,2017
Real Estate/Rental,32,Montana,2017
Spoofing,0,Montana,2017
Tech Support,51,Montana,2017
Terrorism,0,Montana,2017
Social Media,69,Montana,2017
Virtual Currency,8,Montana,2017
Advanced Fee,65,Nebraska,2017
BEC/EAC,58,Nebraska,2017
Charity,1,Nebraska,2017
Civil Matter,4,Nebraska,2017
Confidence Fraud/Romance,69,Nebraska,2017
Corporate Data Breach,18,Nebraska,2017
Credit Card Fraud,55,Nebraska,2017
Crimes Against Children,7,Nebraska,2017
Criminal Forums,0,Nebraska,2017
Denial of Service/TDos,6,Nebraska,2017
Employment,54,Nebraska,2017
Extortion,74,Nebraska,2017
Gambling,1,Nebraska,2017
Government Impersonation,51,Nebraska,2017
Hacktivist,0,Nebraska,2017
Harassment/Threats of Violence,62,Nebraska,2017
Health Care Related,0,Nebraska,2017
IPR/Copyright and Counterfeit,14,Nebraska,2017
Identity Theft,60,Nebraska,2017
Investment,8,Nebraska,2017
Lottery/Sweepstakes/Inheritance,20,Nebraska,2017
Malware/Scareware/Virus,16,Nebraska,2017
Misrepresentation,22,Nebraska,2017
No Lead Value,45,Nebraska,2017
Non-payment/Non-Delivery,314,Nebraska,2017
Other,42,Nebraska,2017
Overpayment,100,Nebraska,2017
Personal Data Breach,109,Nebraska,2017
Phishing/Vishing/Smishing/Pharming,104,Nebraska,2017
Ransomware,8,Nebraska,2017
Re-shipping,2,Nebraska,2017
Real Estate/Rental,29,Nebraska,2017
Spoofing,0,Nebraska,2017
Tech Support,59,Nebraska,2017
Terrorism,0,Nebraska,2017
Social Media,77,Nebraska,2017
Virtual Currency,18,Nebraska,2017
Advanced Fee,244,Nevada,2017
BEC/EAC,182,Nevada,2017
Charity,7,Nevada,2017
Civil Matter,22,Nevada,2017
Confidence Fraud/Romance,226,Nevada,2017
Corporate Data Breach,37,Nevada,2017
Credit Card Fraud,333,Nevada,2017
Crimes Against Children,13,Nevada,2017
Criminal Forums,0,Nevada,2017
Denial of Service/TDos,8,Nevada,2017
Employment,375,Nevada,2017
Extortion,277,Nevada,2017
Gambling,2,Nevada,2017
Government Impersonation,145,Nevada,2017
Hacktivist,3,Nevada,2017
Harassment/Threats of Violence,507,Nevada,2017
Health Care Related,5,Nevada,2017
IPR/Copyright and Counterfeit,31,Nevada,2017
Identity Theft,433,Nevada,2017
Investment,31,Nevada,2017
Lottery/Sweepstakes/Inheritance,50,Nevada,2017
Malware/Scareware/Virus,49,Nevada,2017
Misrepresentation,84,Nevada,2017
No Lead Value,231,Nevada,2017
Non-payment/Non-Delivery,"1,041",Nevada,2017
Other,178,Nevada,2017
Overpayment,429,Nevada,2017
Personal Data Breach,568,Nevada,2017
Phishing/Vishing/Smishing/Pharming,282,Nevada,2017
Ransomware,17,Nevada,2017
Re-shipping,15,Nevada,2017
Real Estate/Rental,137,Nevada,2017
Spoofing,0,Nevada,2017
Tech Support,153,Nevada,2017
Terrorism,4,Nevada,2017
Social Media,460,Nevada,2017
Virtual Currency,38,Nevada,2017
Advanced Fee,56,New Hampshire,2017
BEC/EAC,64,New Hampshire,2017
Charity,5,New Hampshire,2017
Civil Matter,2,New Hampshire,2017
Confidence Fraud/Romance,60,New Hampshire,2017
Corporate Data Breach,11,New Hampshire,2017
Credit Card Fraud,62,New Hampshire,2017
Crimes Against Children,128,New Hampshire,2017
Criminal Forums,0,New Hampshire,2017
Denial of Service/TDos,6,New Hampshire,2017
Employment,48,New Hampshire,2017
Extortion,41,New Hampshire,2017
Gambling,2,New Hampshire,2017
Government Impersonation,36,New Hampshire,2017
Hacktivist,2,New Hampshire,2017
Harassment/Threats of Violence,51,New Hampshire,2017
Health Care Related,2,New Hampshire,2017
IPR/Copyright and Counterfeit,12,New Hampshire,2017
Identity Theft,51,New Hampshire,2017
Investment,4,New Hampshire,2017
Lottery/Sweepstakes/Inheritance,10,New Hampshire,2017
Malware/Scareware/Virus,14,New Hampshire,2017
Misrepresentation,15,New Hampshire,2017
No Lead Value,17,New Hampshire,2017
Non-payment/Non-Delivery,300,New Hampshire,2017
Other,54,New Hampshire,2017
Overpayment,89,New Hampshire,2017
Personal Data Breach,91,New Hampshire,2017
Phishing/Vishing/Smishing/Pharming,73,New Hampshire,2017
Ransomware,8,New Hampshire,2017
Re-shipping,3,New Hampshire,2017
Real Estate/Rental,42,New Hampshire,2017
Spoofing,0,New Hampshire,2017
Tech Support,51,New Hampshire,2017
Terrorism,1,New Hampshire,2017
Social Media,89,New Hampshire,2017
Virtual Currency,8,New Hampshire,2017
Advanced Fee,313,New Jersey,2017
BEC/EAC,392,New Jersey,2017
Charity,3,New Jersey,2017
Civil Matter,17,New Jersey,2017
Confidence Fraud/Romance,288,New Jersey,2017
Corporate Data Breach,79,New Jersey,2017
Credit Card Fraud,322,New Jersey,2017
Crimes Against Children,18,New Jersey,2017
Criminal Forums,0,New Jersey,2017
Denial of Service/TDos,27,New Jersey,2017
Employment,401,New Jersey,2017
Extortion,325,New Jersey,2017
Gambling,3,New Jersey,2017
Government Impersonation,179,New Jersey,2017
Hacktivist,3,New Jersey,2017
Harassment/Threats of Violence,432,New Jersey,2017
Health Care Related,15,New Jersey,2017
IPR/Copyright and Counterfeit,83,New Jersey,2017
Identity Theft,360,New Jersey,2017
Investment,43,New Jersey,2017
Lottery/Sweepstakes/Inheritance,41,New Jersey,2017
Malware/Scareware/Virus,130,New Jersey,2017
Misrepresentation,158,New Jersey,2017
No Lead Value,877,New Jersey,2017
Non-payment/Non-Delivery,"2,371",New Jersey,2017
Other,263,New Jersey,2017
Overpayment,515,New Jersey,2017
Personal Data Breach,745,New Jersey,2017
Phishing/Vishing/Smishing/Pharming,595,New Jersey,2017
Ransomware,52,New Jersey,2017
Re-shipping,23,New Jersey,2017
Real Estate/Rental,197,New Jersey,2017
Spoofing,0,New Jersey,2017
Tech Support,259,New Jersey,2017
Terrorism,7,New Jersey,2017
Social Media,428,New Jersey,2017
Virtual Currency,89,New Jersey,2017
Advanced Fee,83,New Mexico,2017
BEC/EAC,46,New Mexico,2017
Charity,0,New Mexico,2017
Civil Matter,5,New Mexico,2017
Confidence Fraud/Romance,118,New Mexico,2017
Corporate Data Breach,15,New Mexico,2017
Credit Card Fraud,49,New Mexico,2017
Crimes Against Children,5,New Mexico,2017
Criminal Forums,0,New Mexico,2017
Denial of Service/TDos,5,New Mexico,2017
Employment,97,New Mexico,2017
Extortion,109,New Mexico,2017
Gambling,0,New Mexico,2017
Government Impersonation,43,New Mexico,2017
Hacktivist,1,New Mexico,2017
Harassment/Threats of Violence,87,New Mexico,2017
Health Care Related,3,New Mexico,2017
IPR/Copyright and Counterfeit,7,New Mexico,2017
Identity Theft,61,New Mexico,2017
Investment,5,New Mexico,2017
Lottery/Sweepstakes/Inheritance,27,New Mexico,2017
Malware/Scareware/Virus,16,New Mexico,2017
Misrepresentation,27,New Mexico,2017
No Lead Value,27,New Mexico,2017
Non-payment/Non-Delivery,395,New Mexico,2017
Other,55,New Mexico,2017
Overpayment,144,New Mexico,2017
Personal Data Breach,148,New Mexico,2017
Phishing/Vishing/Smishing/Pharming,134,New Mexico,2017
Ransomware,8,New Mexico,2017
Re-shipping,5,New Mexico,2017
Real Estate/Rental,49,New Mexico,2017
Spoofing,0,New Mexico,2017
Tech Support,86,New Mexico,2017
Terrorism,0,New Mexico,2017
Social Media,142,New Mexico,2017
Virtual Currency,15,New Mexico,2017
Advanced Fee,836,New York,2017
BEC/EAC,883,New York,2017
Charity,21,New York,2017
Civil Matter,67,New York,2017
Confidence Fraud/Romance,674,New York,2017
Corporate Data Breach,213,New York,2017
Credit Card Fraud,825,New York,2017
Crimes Against Children,59,New York,2017
Criminal Forums,0,New York,2017
Denial of Service/TDos,89,New York,2017
Employment,920,New York,2017
Extortion,703,New York,2017
Gambling,10,New York,2017
Government Impersonation,483,New York,2017
Hacktivist,14,New York,2017
Harassment/Threats of Violence,933,New York,2017
Health Care Related,20,New York,2017
IPR/Copyright and Counterfeit,169,New York,2017
Identity Theft,900,New York,2017
Investment,186,New York,2017
Lottery/Sweepstakes/Inheritance,148,New York,2017
Malware/Scareware/Virus,187,New York,2017
Misrepresentation,389,New York,2017
No Lead Value,615,New York,2017
Non-payment/Non-Delivery,"6,126",New York,2017
Other,680,New York,2017
Overpayment,"1,379",New York,2017
Personal Data Breach,"1,781",New York,2017
Phishing/Vishing/Smishing/Pharming,"1,552",New York,2017
Ransomware,139,New York,2017
Re-shipping,54,New York,2017
Real Estate/Rental,467,New York,2017
Spoofing,0,New York,2017
Tech Support,722,New York,2017
Terrorism,9,New York,2017
Social Media,920,New York,2017
Virtual Currency,198,New York,2017
