Crime Type,Subject Count,State/Territory,Year
Credit Card Fraud,54,Louisiana,2017
Crimes Against Children,6,Louisiana,2017
Criminal Forums,0,Louisiana,2017
Denial of Service/TDos,3,Louisiana,2017
Employment,32,Louisiana,2017
Extortion,37,Louisiana,2017
Gambling,0,Louisiana,2017
Government Impersonation,20,Louisiana,2017
Hacktivist,0,Louisiana,2017
Harassment/Threats of Violence,64,Louisiana,2017
Health Care Related,5,Louisiana,2017
IPR/Copyright and Counterfeit,9,Louisiana,2017
Identity Theft,53,Louisiana,2017
Investment,4,Louisiana,2017
Lottery/Sweepstakes/Inheritance,14,Louisiana,2017
Malware/Scareware/Virus,2,Louisiana,2017
Misrepresentation,19,Louisiana,2017
No Lead Value,764,Louisiana,2017
Non-payment/Non-Delivery,254,Louisiana,2017
Other,134,Louisiana,2017
Overpayment,73,Louisiana,2017
Personal Data Breach,95,Louisiana,2017
Phishing/Vishing/Smishing/Pharming,53,Louisiana,2017
Ransomware,2,Louisiana,2017
Re-shipping,0,Louisiana,2017
Real Estate/Rental,42,Louisiana,2017
Spoofing,0,Louisiana,2017
Tech Support,5,Louisiana,2017
Terrorism,0,Louisiana,2017
Social Media,75,Louisiana,2017
Virtual Currency,4,Louisiana,2017
Advanced Fee,20,Maine,2017
BEC/EAC,4,Maine,2017
Charity,3,Maine,2017
Civil Matter,1,Maine,2017
Confidence Fraud/Romance,7,Maine,2017
Corporate Data Breach,1,Maine,2017
Credit Card Fraud,9,Maine,2017
Crimes Against Children,0,Maine,2017
Criminal Forums,0,Maine,2017
Denial of Service/TDos,0,Maine,2017
Employment,6,Maine,2017
Extortion,7,Maine,2017
Gambling,0,Maine,2017
Government Impersonation,5,Maine,2017
Hacktivist,0,Maine,2017
Harassment/Threats of Violence,12,Maine,2017
Health Care Related,0,Maine,2017
IPR/Copyright and Counterfeit,4,Maine,2017
Identity Theft,6,Maine,2017
Investment,1,Maine,2017
Lottery/Sweepstakes/Inheritance,7,Maine,2017
Malware/Scareware/Virus,0,Maine,2017
Misrepresentation,8,Maine,2017
No Lead Value,21,Maine,2017
Non-payment/Non-Delivery,138,Maine,2017
Other,7,Maine,2017
Overpayment,13,Maine,2017
Personal Data Breach,18,Maine,2017
Phishing/Vishing/Smishing/Pharming,11,Maine,2017
Ransomware,0,Maine,2017
Re-shipping,1,Maine,2017
Real Estate/Rental,9,Maine,2017
Spoofing,0,Maine,2017
Tech Support,4,Maine,2017
Terrorism,0,Maine,2017
Social Media,20,Maine,2017
Virtual Currency,1,Maine,2017
Advanced Fee,154,Maryland,2017
BEC/EAC,90,Maryland,2017
Charity,3,Maryland,2017
Civil Matter,12,Maryland,2017
Confidence Fraud/Romance,95,Maryland,2017
Corporate Data Breach,11,Maryland,2017
Credit Card Fraud,101,Maryland,2017
Crimes Against Children,6,Maryland,2017
Criminal Forums,0,Maryland,2017
Denial of Service/TDos,8,Maryland,2017
Employment,127,Maryland,2017
Extortion,48,Maryland,2017
Gambling,0,Maryland,2017
Government Impersonation,49,Maryland,2017
Hacktivist,0,Maryland,2017
Harassment/Threats of Violence,104,Maryland,2017
Health Care Related,4,Maryland,2017
IPR/Copyright and Counterfeit,8,Maryland,2017
Identity Theft,74,Maryland,2017
Investment,21,Maryland,2017
Lottery/Sweepstakes/Inheritance,14,Maryland,2017
Malware/Scareware/Virus,13,Maryland,2017
Misrepresentation,25,Maryland,2017
No Lead Value,"1,225",Maryland,2017
Non-payment/Non-Delivery,912,Maryland,2017
Other,35,Maryland,2017
Overpayment,161,Maryland,2017
Personal Data Breach,160,Maryland,2017
Phishing/Vishing/Smishing/Pharming,83,Maryland,2017
Ransomware,4,Maryland,2017
Re-shipping,4,Maryland,2017
Real Estate/Rental,54,Maryland,2017
Spoofing,0,Maryland,2017
Tech Support,49,Maryland,2017
Terrorism,0,Maryland,2017
Social Media,124,Maryland,2017
Virtual Currency,8,Maryland,2017
Advanced Fee,80,Massachusetts,2017
BEC/EAC,54,Massachusetts,2017
Charity,4,Massachusetts,2017
Civil Matter,9,Massachusetts,2017
Confidence Fraud/Romance,83,Massachusetts,2017
Corporate Data Breach,17,Massachusetts,2017
Credit Card Fraud,61,Massachusetts,2017
Crimes Against Children,3,Massachusetts,2017
Criminal Forums,0,Massachusetts,2017
Denial of Service/TDos,5,Massachusetts,2017
Employment,109,Massachusetts,2017
Extortion,34,Massachusetts,2017
Gambling,0,Massachusetts,2017
Government Impersonation,19,Massachusetts,2017
Hacktivist,0,Massachusetts,2017
Harassment/Threats of Violence,125,Massachusetts,2017
Health Care Related,1,Massachusetts,2017
IPR/Copyright and Counterfeit,14,Massachusetts,2017
Identity Theft,62,Massachusetts,2017
Investment,6,Massachusetts,2017
Lottery/Sweepstakes/Inheritance,12,Massachusetts,2017
Malware/Scareware/Virus,10,Massachusetts,2017
Misrepresentation,31,Massachusetts,2017
No Lead Value,76,Massachusetts,2017
Non-payment/Non-Delivery,499,Massachusetts,2017
Other,40,Massachusetts,2017
Overpayment,119,Massachusetts,2017
Personal Data Breach,145,Massachusetts,2017
Phishing/Vishing/Smishing/Pharming,66,Massachusetts,2017
Ransomware,4,Massachusetts,2017
Re-shipping,1,Massachusetts,2017
Real Estate/Rental,64,Massachusetts,2017
Spoofing,0,Massachusetts,2017
Tech Support,47,Massachusetts,2017
Terrorism,0,Massachusetts,2017
Social Media,94,Massachusetts,2017
Virtual Currency,7,Massachusetts,2017
Advanced Fee,136,Michigan,2017
BEC/EAC,58,Michigan,2017
Charity,3,Michigan,2017
Civil Matter,6,Michigan,2017
Confidence Fraud/Romance,119,Michigan,2017
Corporate Data Breach,19,Michigan,2017
Credit Card Fraud,102,Michigan,2017
Crimes Against Children,7,Michigan,2017
Criminal Forums,0,Michigan,2017
Denial of Service/TDos,6,Michigan,2017
Employment,105,Michigan,2017
Extortion,30,Michigan,2017
Gambling,0,Michigan,2017
Government Impersonation,13,Michigan,2017
Hacktivist,0,Michigan,2017
Harassment/Threats of Violence,126,Michigan,2017
Health Care Related,1,Michigan,2017
IPR/Copyright and Counterfeit,21,Michigan,2017
Identity Theft,112,Michigan,2017
Investment,24,Michigan,2017
Lottery/Sweepstakes/Inheritance,17,Michigan,2017
Malware/Scareware/Virus,10,Michigan,2017
Misrepresentation,51,Michigan,2017
No Lead Value,58,Michigan,2017
Non-payment/Non-Delivery,776,Michigan,2017
Other,49,Michigan,2017
Overpayment,174,Michigan,2017
Personal Data Breach,171,Michigan,2017
Phishing/Vishing/Smishing/Pharming,80,Michigan,2017
Ransomware,4,Michigan,2017
Re-shipping,1,Michigan,2017
Real Estate/Rental,64,Michigan,2017
Spoofing,0,Michigan,2017
Tech Support,32,Michigan,2017
Terrorism,0,Michigan,2017
Social Media,202,Michigan,2017
Virtual Currency,16,Michigan,2017
Advanced Fee,58,Minnesota,2017
BEC/EAC,24,Minnesota,2017
Charity,0,Minnesota,2017
Civil Matter,7,Minnesota,2017
Confidence Fraud/Romance,52,Minnesota,2017
Corporate Data Breach,4,Minnesota,2017
Credit Card Fraud,62,Minnesota,2017
Crimes Against Children,1,Minnesota,2017
Criminal Forums,0,Minnesota,2017
Denial of Service/TDos,4,Minnesota,2017
Employment,46,Minnesota,2017
Extortion,23,Minnesota,2017
Gambling,0,Minnesota,2017
Government Impersonation,21,Minnesota,2017
Hacktivist,0,Minnesota,2017
Harassment/Threats of Violence,59,Minnesota,2017
Health Care Related,2,Minnesota,2017
IPR/Copyright and Counterfeit,6,Minnesota,2017
Identity Theft,51,Minnesota,2017
Investment,4,Minnesota,2017
Lottery/Sweepstakes/Inheritance,6,Minnesota,2017
Malware/Scareware/Virus,6,Minnesota,2017
Misrepresentation,23,Minnesota,2017
No Lead Value,36,Minnesota,2017
Non-payment/Non-Delivery,448,Minnesota,2017
Other,32,Minnesota,2017
Overpayment,58,Minnesota,2017
Personal Data Breach,119,Minnesota,2017
Phishing/Vishing/Smishing/Pharming,47,Minnesota,2017
Ransomware,1,Minnesota,2017
Re-shipping,2,Minnesota,2017
Real Estate/Rental,56,Minnesota,2017
Spoofing,0,Minnesota,2017
Tech Support,21,Minnesota,2017
Terrorism,0,Minnesota,2017
Social Media,63,Minnesota,2017
Virtual Currency,6,Minnesota,2017
Advanced Fee,58,Mississippi,2017
BEC/EAC,30,Mississippi,2017
Charity,0,Mississippi,2017
Civil Matter,3,Mississippi,2017
Confidence Fraud/Romance,28,Mississippi,2017
Corporate Data Breach,5,Mississippi,2017
Credit Card Fraud,33,Mississippi,2017
Crimes Against Children,3,Mississippi,2017
Criminal Forums,0,Mississippi,2017
Denial of Service/TDos,1,Mississippi,2017
Employment,28,Mississippi,2017
Extortion,12,Mississippi,2017
Gambling,0,Mississippi,2017
Government Impersonation,7,Mississippi,2017
Hacktivist,0,Mississippi,2017
Harassment/Threats of Violence,40,Mississippi,2017
Health Care Related,0,Mississippi,2017
IPR/Copyright and Counterfeit,3,Mississippi,2017
Identity Theft,20,Mississippi,2017
Investment,4,Mississippi,2017
Lottery/Sweepstakes/Inheritance,7,Mississippi,2017
Malware/Scareware/Virus,0,Mississippi,2017
Misrepresentation,12,Mississippi,2017
No Lead Value,16,Mississippi,2017
Non-payment/Non-Delivery,368,Mississippi,2017
Other,18,Mississippi,2017
Overpayment,46,Mississippi,2017
Personal Data Breach,53,Mississippi,2017
Phishing/Vishing/Smishing/Pharming,13,Mississippi,2017
Ransomware,0,Mississippi,2017
Re-shipping,3,Mississippi,2017
Real Estate/Rental,22,Mississippi,2017
Spoofing,0,Mississippi,2017
Tech Support,0,Mississippi,2017
Terrorism,0,Mississippi,2017
Social Media,42,Mississippi,2017
Virtual Currency,4,Mississippi,2017
Advanced Fee,77,Missouri,2017
BEC/EAC,35,Missouri,2017
Charity,4,Missouri,2017
Civil Matter,11,Missouri,2017
Confidence Fraud/Romance,57,Missouri,2017
Corporate Data Breach,12,Missouri,2017
Credit Card Fraud,56,Missouri,2017
Crimes Against Children,2,Missouri,2017
Criminal Forums,0,Missouri,2017
Denial of Service/TDos,2,Missouri,2017
Employment,67,Missouri,2017
Extortion,35,Missouri,2017
Gambling,0,Missouri,2017
Government Impersonation,17,Missouri,2017
Hacktivist,0,Missouri,2017
Harassment/Threats of Violence,120,Missouri,2017
Health Care Related,1,Missouri,2017
IPR/Copyright and Counterfeit,18,Missouri,2017
Identity Theft,49,Missouri,2017
Investment,4,Missouri,2017
Lottery/Sweepstakes/Inheritance,7,Missouri,2017
Malware/Scareware/Virus,5,Missouri,2017
Misrepresentation,30,Missouri,2017
No Lead Value,50,Missouri,2017
Non-payment/Non-Delivery,637,Missouri,2017
Other,52,Missouri,2017
Overpayment,90,Missouri,2017
Personal Data Breach,117,Missouri,2017
Phishing/Vishing/Smishing/Pharming,48,Missouri,2017
Ransomware,0,Missouri,2017
Re-shipping,7,Missouri,2017
Real Estate/Rental,40,Missouri,2017
Spoofing,0,Missouri,2017
Tech Support,10,Missouri,2017
Terrorism,1,Missouri,2017
Social Media,116,Missouri,2017
Virtual Currency,3,Missouri,2017
Advanced Fee,40,Montana,2017
BEC/EAC,5,Montana,2017
Charity,0,Montana,2017
Civil Matter,0,Montana,2017
Confidence Fraud/Romance,13,Montana,2017
Corporate Data Breach,2,Montana,2017
Credit Card Fraud,3,Montana,2017
Crimes Against Children,1,Montana,2017
Criminal Forums,0,Montana,2017
Denial of Service/TDos,1,Montana,2017
Employment,13,Montana,2017
Extortion,3,Montana,2017
Gambling,0,Montana,2017
Government Impersonation,2,Montana,2017
Hacktivist,0,Montana,2017
Harassment/Threats of Violence,17,Montana,2017
Health Care Related,0,Montana,2017
IPR/Copyright and Counterfeit,4,Montana,2017
Identity Theft,6,Montana,2017
Investment,2,Montana,2017
Lottery/Sweepstakes/Inheritance,2,Montana,2017
Malware/Scareware/Virus,2,Montana,2017
Misrepresentation,8,Montana,2017
No Lead Value,5,Montana,2017
Non-payment/Non-Delivery,555,Montana,2017
Other,10,Montana,2017
Overpayment,16,Montana,2017
Personal Data Breach,24,Montana,2017
Phishing/Vishing/Smishing/Pharming,9,Montana,2017
Ransomware,0,Montana,2017
Re-shipping,0,Montana,2017
Real Estate/Rental,7,Montana,2017
Spoofing,0,Montana,2017
Tech Support,4,Montana,2017
Terrorism,0,Montana,2017
Social Media,41,Montana,2017
Virtual Currency,4,Montana,2017
Advanced Fee,146,Nebraska,2017
BEC/EAC,8,Nebraska,2017
Charity,0,Nebraska,2017
Civil Matter,0,Nebraska,2017
Confidence Fraud/Romance,20,Nebraska,2017
Corporate Data Breach,2,Nebraska,2017
Credit Card Fraud,16,Nebraska,2017
Crimes Against Children,0,Nebraska,2017
Criminal Forums,0,Nebraska,2017
Denial of Service/TDos,2,Nebraska,2017
Employment,18,Nebraska,2017
Extortion,16,Nebraska,2017
Gambling,0,Nebraska,2017
Government Impersonation,4,Nebraska,2017
Hacktivist,0,Nebraska,2017
Harassment/Threats of Violence,21,Nebraska,2017
Health Care Related,0,Nebraska,2017
IPR/Copyright and Counterfeit,14,Nebraska,2017
Identity Theft,11,Nebraska,2017
Investment,1,Nebraska,2017
Lottery/Sweepstakes/Inheritance,0,Nebraska,2017
Malware/Scareware/Virus,1,Nebraska,2017
Misrepresentation,9,Nebraska,2017
No Lead Value,25,Nebraska,2017
Non-payment/Non-Delivery,"1,935",Nebraska,2017
Other,33,Nebraska,2017
Overpayment,29,Nebraska,2017
Personal Data Breach,31,Nebraska,2017
Phishing/Vishing/Smishing/Pharming,29,Nebraska,2017
Ransomware,1,Nebraska,2017
Re-shipping,2,Nebraska,2017
Real Estate/Rental,12,Nebraska,2017
Spoofing,0,Nebraska,2017
Tech Support,7,Nebraska,2017
Terrorism,0,Nebraska,2017
Social Media,133,Nebraska,2017
Virtual Currency,10,Nebraska,2017
Advanced Fee,143,Nevada,2017
BEC/EAC,40,Nevada,2017
Charity,5,Nevada,2017
Civil Matter,23,Nevada,2017
Confidence Fraud/Romance,66,Nevada,2017
Corporate Data Breach,14,Nevada,2017
Credit Card Fraud,173,Nevada,2017
Crimes Against Children,8,Nevada,2017
Criminal Forums,0,Nevada,2017
Denial of Service/TDos,2,Nevada,2017
Employment,92,Nevada,2017
Extortion,62,Nevada,2017
Gambling,2,Nevada,2017
Government Impersonation,16,Nevada,2017
Hacktivist,0,Nevada,2017
Harassment/Threats of Violence,258,Nevada,2017
Health Care Related,4,Nevada,2017
IPR/Copyright and Counterfeit,21,Nevada,2017
Identity Theft,158,Nevada,2017
Investment,36,Nevada,2017
Lottery/Sweepstakes/Inheritance,42,Nevada,2017
Malware/Scareware/Virus,22,Nevada,2017
Misrepresentation,73,Nevada,2017
No Lead Value,94,Nevada,2017
Non-payment/Non-Delivery,635,Nevada,2017
Other,64,Nevada,2017
Overpayment,102,Nevada,2017
Personal Data Breach,236,Nevada,2017
Phishing/Vishing/Smishing/Pharming,84,Nevada,2017
Ransomware,4,Nevada,2017
Re-shipping,7,Nevada,2017
Real Estate/Rental,149,Nevada,2017
Spoofing,0,Nevada,2017
Tech Support,77,Nevada,2017
Terrorism,2,Nevada,2017
Social Media,194,Nevada,2017
Virtual Currency,35,Nevada,2017
Advanced Fee,14,New Hampshire,2017
BEC/EAC,3,New Hampshire,2017
Charity,0,New Hampshire,2017
Civil Matter,0,New Hampshire,2017
Confidence Fraud/Romance,14,New Hampshire,2017
Corporate Data Breach,1,New Hampshire,2017
Credit Card Fraud,10,New Hampshire,2017
Crimes Against Children,0,New Hampshire,2017
Criminal Forums,0,New Hampshire,2017
Denial of Service/TDos,1,New Hampshire,2017
Employment,8,New Hampshire,2017
Extortion,2,New Hampshire,2017
Gambling,0,New Hampshire,2017
Government Impersonation,3,New Hampshire,2017
Hacktivist,0,New Hampshire,2017
Harassment/Threats of Violence,9,New Hampshire,2017
Health Care Related,1,New Hampshire,2017
IPR/Copyright and Counterfeit,2,New Hampshire,2017
Identity Theft,10,New Hampshire,2017
Investment,1,New Hampshire,2017
Lottery/Sweepstakes/Inheritance,3,New Hampshire,2017
Malware/Scareware/Virus,1,New Hampshire,2017
Misrepresentation,5,New Hampshire,2017
No Lead Value,11,New Hampshire,2017
Non-payment/Non-Delivery,83,New Hampshire,2017
Other,6,New Hampshire,2017
Overpayment,8,New Hampshire,2017
Personal Data Breach,18,New Hampshire,2017
Phishing/Vishing/Smishing/Pharming,5,New Hampshire,2017
Ransomware,0,New Hampshire,2017
Re-shipping,2,New Hampshire,2017
Real Estate/Rental,8,New Hampshire,2017
Spoofing,0,New Hampshire,2017
Tech Support,1,New Hampshire,2017
Terrorism,0,New Hampshire,2017
Social Media,16,New Hampshire,2017
Virtual Currency,0,New Hampshire,2017
Advanced Fee,95,New Jersey,2017
BEC/EAC,78,New Jersey,2017
Charity,5,New Jersey,2017
Civil Matter,21,New Jersey,2017
Confidence Fraud/Romance,148,New Jersey,2017
Corporate Data Breach,24,New Jersey,2017
Credit Card Fraud,203,New Jersey,2017
Crimes Against Children,3,New Jersey,2017
Criminal Forums,0,New Jersey,2017
Denial of Service/TDos,6,New Jersey,2017
Employment,246,New Jersey,2017
Extortion,49,New Jersey,2017
Gambling,0,New Jersey,2017
Government Impersonation,27,New Jersey,2017
Hacktivist,0,New Jersey,2017
Harassment/Threats of Violence,195,New Jersey,2017
Health Care Related,4,New Jersey,2017
IPR/Copyright and Counterfeit,30,New Jersey,2017
Identity Theft,155,New Jersey,2017
Investment,24,New Jersey,2017
Lottery/Sweepstakes/Inheritance,13,New Jersey,2017
Malware/Scareware/Virus,29,New Jersey,2017
Misrepresentation,83,New Jersey,2017
No Lead Value,373,New Jersey,2017
Non-payment/Non-Delivery,952,New Jersey,2017
Other,55,New Jersey,2017
Overpayment,189,New Jersey,2017
Personal Data Breach,324,New Jersey,2017
Phishing/Vishing/Smishing/Pharming,121,New Jersey,2017
Ransomware,6,New Jersey,2017
Re-shipping,86,New Jersey,2017
Real Estate/Rental,62,New Jersey,2017
Spoofing,0,New Jersey,2017
Tech Support,102,New Jersey,2017
Terrorism,3,New Jersey,2017
Social Media,147,New Jersey,2017
Virtual Currency,15,New Jersey,2017
Advanced Fee,23,New Mexico,2017
BEC/EAC,14,New Mexico,2017
Charity,1,New Mexico,2017
Civil Matter,7,New Mexico,2017
Confidence Fraud/Romance,17,New Mexico,2017
Corporate Data Breach,4,New Mexico,2017
Credit Card Fraud,14,New Mexico,2017
Crimes Against Children,0,New Mexico,2017
Criminal Forums,0,New Mexico,2017
Denial of Service/TDos,4,New Mexico,2017
Employment,16,New Mexico,2017
Extortion,8,New Mexico,2017
Gambling,0,New Mexico,2017
Government Impersonation,1,New Mexico,2017
Hacktivist,0,New Mexico,2017
Harassment/Threats of Violence,25,New Mexico,2017
Health Care Related,2,New Mexico,2017
IPR/Copyright and Counterfeit,2,New Mexico,2017
Identity Theft,9,New Mexico,2017
Investment,4,New Mexico,2017
Lottery/Sweepstakes/Inheritance,3,New Mexico,2017
Malware/Scareware/Virus,1,New Mexico,2017
Misrepresentation,7,New Mexico,2017
No Lead Value,9,New Mexico,2017
Non-payment/Non-Delivery,104,New Mexico,2017
Other,16,New Mexico,2017
Overpayment,32,New Mexico,2017
Personal Data Breach,33,New Mexico,2017
Phishing/Vishing/Smishing/Pharming,12,New Mexico,2017
Ransomware,1,New Mexico,2017
Re-shipping,1,New Mexico,2017
Real Estate/Rental,14,New Mexico,2017
Spoofing,0,New Mexico,2017
Tech Support,9,New Mexico,2017
Terrorism,0,New Mexico,2017
Social Media,31,New Mexico,2017
Virtual Currency,0,New Mexico,2017
Advanced Fee,645,New York,2017
BEC/EAC,163,New York,2017
Charity,14,New York,2017
Civil Matter,34,New York,2017
Confidence Fraud/Romance,403,New York,2017
Corporate Data Breach,47,New York,2017
Credit Card Fraud,525,New York,2017
Crimes Against Children,6,New York,2017
Criminal Forums,0,New York,2017
Denial of Service/TDos,24,New York,2017
Employment,723,New York,2017
Extortion,219,New York,2017
Gambling,3,New York,2017
Government Impersonation,185,New York,2017
Hacktivist,0,New York,2017
Harassment/Threats of Violence,392,New York,2017
Health Care Related,10,New York,2017
IPR/Copyright and Counterfeit,67,New York,2017
Identity Theft,304,New York,2017
Investment,118,New York,2017
Lottery/Sweepstakes/Inheritance,128,New York,2017
Malware/Scareware/Virus,64,New York,2017
Misrepresentation,192,New York,2017
No Lead Value,235,New York,2017
Non-payment/Non-Delivery,"2,111",New York,2017
Other,178,New York,2017
Overpayment,754,New York,2017
Personal Data Breach,653,New York,2017
Phishing/Vishing/Smishing/Pharming,723,New York,2017
Ransomware,9,New York,2017
Re-shipping,86,New York,2017
Real Estate/Rental,250,New York,2017
Spoofing,0,New York,2017
Tech Support,315,New York,2017
Terrorism,1,New York,2017
Social Media,396,New York,2017
Virtual Currency,87,New York,2017
Advanced Fee,134,North Carolina,2017
BEC/EAC,70,North Carolina,2017
Charity,4,North Carolina,2017
Civil Matter,12,North Carolina,2017
Confidence Fraud/Romance,119,North Carolina,2017
Corporate Data Breach,20,North Carolina,2017
Credit Card Fraud,92,North Carolina,2017
Crimes Against Children,7,North Carolina,2017
Criminal Forums,0,North Carolina,2017
Denial of Service/TDos,4,North Carolina,2017
Employment,118,North Carolina,2017
Extortion,56,North Carolina,2017
Gambling,2,North Carolina,2017
Government Impersonation,41,North Carolina,2017
Hacktivist,0,North Carolina,2017
Harassment/Threats of Violence,143,North Carolina,2017
